GPTuneBand	0, [0.2, 0.5]	1.10	0.11	1.05	1.24	1.15	0.94	1.10
HpBandster		1.22	0.19	1.24	1.16	0.97	1.51	1.24
GPTune		0.96	0.12	0.83	1.10	0.94	1.07	0.85
OpenTuner		1.24	0.67	2.43	0.99	0.98	0.80	1.01
TPE		1.23	0.10	1.15	1.28	1.12	1.36	1.23
GPTuneBand	1, [0.159, 0.545]	1.28	0.29	0.98	1.74	1.31	1.11	1.28
HpBandster		1.30	0.14	1.23	1.16	1.37	1.51	1.24
GPTune		1.03	0.06	1.07	1.07	1.09	0.99	0.94
OpenTuner		1.03	0.12	1.03	0.86	0.99	1.17	1.12
TPE		1.13	0.34	0.92	0.92	1.71	0.97	1.13
GPTuneBand	2, [0.02, 0.682]	1.03	0.08	1.08	1.05	1.09	0.89	1.03
HpBandster		1.30	0.23	1.54	1.54	1.19	1.21	1.03
GPTune		1.05	0.25	1.36	1.01	1.17	1.06	0.67
OpenTuner		1.45	0.85	0.93	1.18	1.26	0.92	2.95
TPE		1.29	0.30	1.41	1.53	1.45	0.78	1.29
GPTuneBand	3, [0.9, 0.02]	0.75	0.03	0.75	0.77	0.77	0.70	0.75
HpBandster		1.27	0.33	0.96	1.80	1.25	1.33	1.03
GPTune		1.08	0.33	0.96	1.57	1.15	1.04	0.67
OpenTuner		1.46	0.96	1.43	1.05	0.73	3.12	0.95
TPE		0.89	0.11	0.86	0.74	0.91	1.06	0.89
GPTuneBand	4, [0.7, 0.3]	1.10	0.30	1.15	1.56	0.74	0.94	1.10
HpBandster		1.32	0.49	1.16	2.09	0.93	1.51	0.93
GPTune		0.75	0.07	0.80	0.83	0.73	0.71	0.66
OpenTuner		0.80	0.20	0.89	0.69	0.50	0.90	1.01
TPE		1.08	0.19	1.32	0.84	0.97	1.19	1.08
GPTuneBand	5, [0.147, 0.739]	1.05	0.10	1.16	0.89	1.02	1.12	1.05
HpBandster		1.33	0.18	1.27	1.48	1.08	1.31	1.53
GPTune		1.04	0.10	0.98	1.02	1.18	1.08	0.92
OpenTuner		1.78	1.05	1.02	0.82	2.50	3.26	1.32
TPE		0.98	0.16	0.84	1.25	0.93	0.89	0.98
GPTuneBand	6, [0.033, 0.528]	0.99	0.13	1.14	0.87	0.85	1.11	0.99
HpBandster		1.01	0.09	0.86	1.00	1.08	1.07	1.06
GPTune		0.85	0.05	0.87	0.84	0.82	0.94	0.80
OpenTuner		1.13	0.36	0.54	1.19	1.15	1.50	1.27
TPE		0.94	0.15	0.76	0.88	1.16	0.95	0.94
GPTuneBand	7, [0.094, 0.402]	0.99	0.04	0.96	0.98	1.06	0.96	0.99
HpBandster		1.24	0.31	1.38	0.89	1.30	1.66	0.99
GPTune		1.12	0.16	1.03	0.93	1.21	1.11	1.33
OpenTuner		1.38	0.61	2.39	0.80	1.16	1.44	1.11
TPE		1.20	0.13	1.30	1.36	1.05	1.11	1.20
GPTuneBand	8, [0.698, 0.302]	1.12	0.08	1.08	1.24	1.14	1.02	1.12
HpBandster		1.07	0.15	1.09	1.22	1.08	1.14	0.83
GPTune		0.97	0.14	1.00	0.84	1.20	0.90	0.90
OpenTuner		1.35	0.59	0.84	1.53	2.29	1.08	1.00
TPE		1.11	0.26	1.14	1.03	0.78	1.49	1.11
GPTuneBand	9, [0.603, 0.0784]	1.44	0.08	1.53	1.47	1.43	1.32	1.44
HpBandster		1.11	0.13	1.17	0.91	1.18	1.24	1.04
GPTune		1.03	0.15	1.13	0.83	0.90	1.12	1.15
OpenTuner		1.42	0.75	1.01	0.64	2.43	1.02	1.98
TPE		1.26	0.38	1.21	0.99	1.89	0.94	1.26
