GPTuneBand	0, t = 1.0	0.862	0.000	0.862	0.862	0.862		
HpBandster		0.767	0.022	0.753	0.792	0.757		
GPTune		0.991	0.001	0.992	0.992	0.990		
OpenTuner		0.798	0.053	0.754	0.857	0.784		
TPE		0.945	0.029	0.971	0.952	0.913		
GPTuneBand	1, t = 1.05	0.845	0.000	0.845	0.845	0.845		
HpBandster		0.850	0.082	0.835	0.776	0.938		
GPTune		0.784	0.000	0.784	0.784	0.784		
OpenTuner		0.918	0.061	0.955	0.848	0.951		
TPE		0.815	0.034	0.844	0.778	0.824		
GPTuneBand	2, t = 1.1	0.898	0.000	0.898	0.898	0.898		
HpBandster		0.897	0.065	0.934	0.823	0.935		
GPTune		0.925	0.000	0.925	0.925	0.925		
OpenTuner		0.844	0.145	0.823	0.998	0.711		
TPE		0.925	0.039	0.961	0.883	0.930		
GPTuneBand	3, t = 1.15	0.925	0.000	0.925	0.925	0.925		
HpBandster		0.888	0.159	0.976	0.984	0.705		
GPTune		0.986	0.000	0.986	0.986	0.986		
OpenTuner		0.752	0.052	0.738	0.708	0.810		
TPE		0.953	0.025	0.936	0.982	0.941		
GPTuneBand	4, t = 1.2	0.815	0.000	0.815	0.815	0.815		
HpBandster		0.858	0.064	0.906	0.883	0.785		
GPTune		0.780	0.000	0.780	0.780	0.780		
OpenTuner		0.946	0.052	0.985	0.965	0.887		
TPE		0.869	0.126	0.899	0.978	0.730		
GPTuneBand	5, t = 1.25	0.928	0.032	0.964	0.909	0.909		
HpBandster		0.838	0.082	0.822	0.766	0.927		
GPTune		1.001	0.000	1.001	1.001	1.001		
OpenTuner		0.838	0.061	0.836	0.901	0.778		
TPE		0.869	0.083	0.893	0.776	0.937		
GPTuneBand	6, t = 1.3	0.926	0.018	0.913	0.946	0.919		
HpBandster		0.930	0.030	0.896	0.951	0.943		
GPTune		0.794	0.000	0.794	0.794	0.794		
OpenTuner		0.851	0.062	0.814	0.816	0.923		
TPE		0.971	0.021	0.949	0.972	0.992		
GPTuneBand	7, t = 1.35	0.746	0.000	0.746	0.746	0.746		
HpBandster		0.898	0.053	0.868	0.866	0.959		
GPTune		0.862	0.000	0.862	0.862	0.862		
OpenTuner		0.924	0.070	0.987	0.936	0.849		
TPE		0.912	0.089	0.981	0.812	0.944		
GPTuneBand	8, t = 1.4	0.846	0.000	0.846	0.846	0.846		
HpBandster		0.829	0.044	0.873	0.785	0.829		
GPTune		0.745	0.000	0.745	0.745	0.745		
OpenTuner		0.931	0.058	0.880	0.994	0.917		
TPE		0.892	0.081	0.951	0.800	0.925		
GPTuneBand	9, t = 1.45	0.831	0.000	0.831	0.831	0.831		
HpBandster		0.919	0.097	0.969	0.980	0.808		
GPTune		0.965	0.000	0.965	0.965	0.965		
OpenTuner		0.874	0.018	0.858	0.870	0.894		
TPE		0.865	0.123	0.953	0.725	0.917		
