GPTuneBand	0, t = 1.0	0.746	0.019	0.736	0.768	0.736		
HpBandster		0.801	0.045	0.843	0.808	0.753		
GPTune		0.884	0.000	0.884	0.884	0.884		
OpenTuner		0.849	0.052	0.883	0.876	0.789		
TPE		0.861	0.040	0.829	0.906	0.847		
GPTuneBand	1, t = 1.05	0.755	0.004	0.757	0.759	0.751		
HpBandster		0.816	0.073	0.779	0.900	0.769		
GPTune		0.952	0.000	0.952	0.952	0.952		
OpenTuner		0.844	0.066	0.834	0.915	0.783		
TPE		0.889	0.102	0.771	0.945	0.950		
GPTuneBand	2, t = 1.1	0.752	0.048	0.739	0.805	0.712		
HpBandster		0.769	0.098	0.710	0.715	0.882		
GPTune		0.951	0.000	0.951	0.951	0.951		
OpenTuner		0.836	0.115	0.960	0.733	0.814		
TPE		0.858	0.049	0.827	0.916	0.833		
GPTuneBand	3, t = 1.15	0.839	0.000	0.839	0.839	0.839		
HpBandster		0.795	0.106	0.770	0.912	0.705		
GPTune		0.887	0.069	0.884	0.820	0.957		
OpenTuner		0.786	0.083	0.708	0.873	0.778		
TPE		0.826	0.115	0.777	0.957	0.743		
GPTuneBand	4, t = 1.2	0.767	0.021	0.743	0.780	0.780		
HpBandster		0.727	0.003	0.725	0.725	0.730		
GPTune		0.923	0.000	0.923	0.923	0.923		
OpenTuner		0.776	0.047	0.831	0.746	0.752		
TPE		0.858	0.098	0.929	0.747	0.898		
GPTuneBand	5, t = 1.25	0.800	0.045	0.772	0.852	0.776		
HpBandster		0.772	0.024	0.760	0.800	0.757		
GPTune		0.874	0.000	0.874	0.874	0.874		
OpenTuner		0.852	0.073	0.901	0.768	0.887		
TPE		0.762	0.005	0.765	0.764	0.756		
GPTuneBand	6, t = 1.3	0.794	0.000	0.794	0.794	0.794		
HpBandster		0.822	0.115	0.738	0.775	0.954		
GPTune		0.934	0.000	0.934	0.934	0.934		
OpenTuner		0.873	0.095	0.983	0.811	0.826		
TPE		0.815	0.076	0.737	0.817	0.890		
GPTuneBand	7, t = 1.35	0.847	0.027	0.862	0.816	0.862		
HpBandster		0.841	0.089	0.865	0.742	0.915		
GPTune		0.933	0.000	0.933	0.933	0.933		
OpenTuner		0.880	0.028	0.885	0.904	0.850		
TPE		0.851	0.123	0.911	0.709	0.932		
GPTuneBand	8, t = 1.4	0.745	0.000	0.745	0.745	0.745		
HpBandster		0.857	0.102	0.898	0.932	0.741		
GPTune		0.828	0.000	0.828	0.828	0.828		
OpenTuner		0.862	0.098	0.973	0.820	0.792		
TPE		0.877	0.049	0.829	0.927	0.873		
GPTuneBand	9, t = 1.45	0.853	0.048	0.899	0.804	0.857		
HpBandster		0.779	0.050	0.811	0.721	0.805		
GPTune		0.936	0.000	0.936	0.936	0.936		
OpenTuner		0.807	0.065	0.827	0.859	0.735		
TPE		0.820	0.094	0.924	0.740	0.796		
